zip,primary_city,state,county,timezone,latitude,longitude
95129,San Jose,CA,Santa Clara County,America/Los_Angeles,37.3,-122
11224,Brooklyn,NY,Kings County,America/New_York,40.64,-73.94
53075,Random Lake,WI,Sheboygan County,America/Chicago,43.55,-87.95
55902,Rochester,MN,Olmsted County,America/Chicago,44.01,-92.47
32771,Sanford,FL,Seminole County,America/New_York,28.78,-81.27
60187,Wheaton,IL,Dupage County,America/Chicago,41.85,-88.1
91325,Northridge,CA,Los Angeles County,America/Los_Angeles,34.23,-118.51
55112,Saint Paul,MN,Ramsey County,America/Chicago,44.94,-93.1
46803,Fort Wayne,IN,Allen County,America/Indiana/Indianapolis,41.07,-85.13
96813,Honolulu,HI,Honolulu County,Pacific/Honolulu,21.3,-157.85
96817,Honolulu,HI,Honolulu County,Pacific/Honolulu,21.3,-157.85
89118,Las Vegas,NV,Clark County,America/Los_Angeles,36.07,-115.21
75058,Gunter,TX,Grayson County,America/Chicago,33.45,-96.74
95062,Santa Cruz,CA,Santa Cruz County,America/Los_Angeles,36.97,-121.98
53719,Madison,WI,Dane County,America/Chicago,43.07,-89.38
59802,Missoula,MT,Missoula County,America/Denver,46.94,-113.85
71202,Monroe,LA,Ouachita Parish,America/Chicago,32.51,-92.08
91103,Pasadena,CA,Los Angeles County,America/Los_Angeles,34.17,-118.17
36117,Montgomery,AL,Montgomery County,America/Chicago,32.35,-86.28
73114,Oklahoma City,OK,Oklahoma County,America/Chicago,35.46,-97.51
70605,Lake Charles,LA,Calcasieu Parish,America/Chicago,30.21,-93.2
92673,San Clemente,CA,Orange County,America/Los_Angeles,33.48,-117.61
92694,Ladera Ranch,CA,Orange County,America/Los_Angeles,33.56,-117.63
60523,Oak Brook,IL,Dupage County,America/Chicago,41.83,-87.95
33126,Miami,FL,Miami-Dade County,America/New_York,25.77,-80.29
20036,Washington,DC,District of Columbia,America/New_York,38.89,-77.03
99352,Richland,WA,Benton County,America/Los_Angeles,46.32,-119.32
40509,Lexington,KY,Fayette County,America/Kentucky/Louisville,38.04,-84.45
15146,Monroeville,PA,Allegheny County,America/New_York,40.42,-79.76
95823,Sacramento,CA,Sacramento County,America/Los_Angeles,38.47,-121.44
78552,Harlingen,TX,Cameron County,America/Chicago,26.19,-97.68
60653,Chicago,IL,Cook County,America/Chicago,41.83,-87.68
31093,Warner Robins,GA,Houston County,America/New_York,32.61,-83.63
60611,Chicago,IL,Cook County,America/Chicago,41.83,-87.68
60614,Chicago,IL,Cook County,America/Chicago,41.83,-87.68
85298,Gilbert,AZ,Maricopa County,America/Phoenix,33.24,-111.7
65804,Springfield,MO,Greene County,America/Chicago,37.19,-93.28
79323,Denver City,TX,Yoakum County,America/Chicago,32.96,-102.83
78666,San Marcos,TX,Hays County,America/Chicago,29.88,-97.92
10022,New York,NY,New York County,America/New_York,40.71,-73.99
48150,Livonia,MI,Wayne County,America/Detroit,42.39,-83.37
33063,Pompano Beach,FL,Broward County,America/New_York,26.23,-80.13
35124,Pelham,AL,Shelby County,America/Chicago,33.3,-86.79
20743,Capitol Heights,MD,Prince George's County,America/New_York,38.87,-76.9
10018,New York,NY,New York County,America/New_York,40.71,-73.99
32962,Vero Beach,FL,Indian River County,America/New_York,27.64,-80.39
63130,Saint Louis,MO,St Louis County,America/Chicago,38.63,-90.24
73448,Marietta,OK,Love County,America/Chicago,33.93,-97.12
33605,Tampa,FL,Hillsborough County,America/New_York,27.95,-82.48
98006,Bellevue,WA,King County,America/Los_Angeles,47.55,-122.14
95014,Cupertino,CA,Santa Clara County,America/Los_Angeles,37.3,-122.09
21122,Pasadena,MD,Anne Arundel County,America/New_York,39.11,-76.55
98005,Bellevue,WA,King County,America/Los_Angeles,47.62,-122.16
27834,Greenville,NC,Pitt County,America/New_York,35.59,-77.37
56301,Saint Cloud,MN,Stearns County,America/Chicago,45.55,-94.17
33803,Lakeland,FL,Polk County,America/New_York,28.04,-81.96
74429,Coweta,OK,Wagoner County,America/Chicago,35.96,-95.66
75672,Marshall,TX,Harrison County,America/Chicago,32.53,-94.35
28590,Winterville,NC,Pitt County,America/New_York,35.52,-77.39
30324,Atlanta,GA,Fulton County,America/New_York,33.81,-84.36
77060,Houston,TX,Harris County,America/Chicago,29.76,-95.38
23237,Richmond,VA,Chesterfield County,America/New_York,37.55,-77.46
74403,Muskogee,OK,Muskogee County,America/Chicago,35.74,-95.35
23434,Suffolk,VA,Suffolk City,America/New_York,36.7,-76.63
90265,Malibu,CA,Los Angeles County,America/Los_Angeles,34.06,-118.81
19135,Philadelphia,PA,Philadelphia County,America/New_York,39.95,-75.16
32343,Midway,FL,Gadsden County,America/New_York,30.49,-84.46
90049,Los Angeles,CA,Los Angeles County,America/Los_Angeles,34.08,-118.49
26554,Fairmont,WV,Marion County,America/New_York,39.48,-80.14
11201,Brooklyn,NY,Kings County,America/New_York,40.64,-73.94
12401,Kingston,NY,Ulster County,America/New_York,41.93,-73.99
90064,Los Angeles,CA,Los Angeles County,America/Los_Angeles,34.03,-118.43
75225,Dallas,TX,Dallas County,America/Chicago,32.79,-96.76
10012,New York,NY,New York County,America/New_York,40.71,-73.99
43537,Maumee,OH,Lucas County,America/New_York,41.57,-83.65
77036,Houston,TX,Harris County,America/Chicago,29.76,-95.38
32408,Panama City,FL,Bay County,America/Chicago,30.17,-85.67
78232,San Antonio,TX,Bexar County,America/Chicago,29.45,-98.5
10014,New York,NY,New York County,America/New_York,40.71,-73.99
15206,Pittsburgh,PA,Allegheny County,America/New_York,40.43,-79.97
11377,Woodside,NY,Queens County,America/New_York,40.74,-73.9
33431,Boca Raton,FL,Palm Beach County,America/New_York,26.37,-80.1
76180,North Richland Hills,TX,Tarrant County,America/Chicago,32.86,-97.21
33186,Miami,FL,Miami-Dade County,America/New_York,25.77,-80.2
84047,Midvale,UT,Salt Lake County,America/Denver,40.6,-111.88
20005,Washington,DC,District of Columbia,America/New_York,38.89,-77.03
55337,Burnsville,MN,Dakota County,America/Chicago,44.76,-93.27
73112,Oklahoma City,OK,Oklahoma County,America/Chicago,35.46,-97.51
19341,Exton,PA,Chester County,America/New_York,40.03,-75.63
72704,Fayetteville,AR,Washington County,America/Chicago,36.07,-94.15
36607,Mobile,AL,Mobile County,America/Chicago,30.68,-88.04
77043,Houston,TX,Harris County,America/Chicago,29.76,-95.38
85225,Chandler,AZ,Maricopa County,America/Phoenix,33.32,-111.82
11214,Brooklyn,NY,Kings County,America/New_York,40.64,-73.94
34243,Sarasota,FL,Manatee County,America/New_York,27.33,-82.54
85016,Phoenix,AZ,Maricopa County,America/Phoenix,33.5,-112.02
92880,Corona,CA,Riverside County,America/Los_Angeles,33.9,-117.61
92126,San Diego,CA,San Diego County,America/Los_Angeles,32.88,-117.13
80221,Denver,CO,Adams County,America/Denver,39.76,-104.87
66220,Lenexa,KS,Johnson County,America/Chicago,38.9,-94.68
75261,Dallas,TX,Tarrant County,America/Chicago,32.79,-96.76
33139,Miami Beach,FL,Miami-Dade County,America/New_York,25.77,-80.2
51111,Sioux City,IA,Woodbury County,America/Chicago,42.5,-96.39
54166,Shawano,WI,Shawano County,America/Chicago,44.77,-88.58
77084,Houston,TX,Harris County,America/Chicago,29.76,-95.38
31401,Savannah,GA,Chatham County,America/New_York,32.08,-81.1
48226,Detroit,MI,Wayne County,America/Detroit,42.38,-83.1
30067,Marietta,GA,Cobb County,America/New_York,33.95,-84.54
55407,Minneapolis,MN,Hennepin County,America/Chicago,44.96,-93.26
14225,Buffalo,NY,Erie County,America/New_York,42.88,-78.85
94558,Napa,CA,Napa County,America/Los_Angeles,38.55,-122.15
32250,Jacksonville Beach,FL,Duval County,America/New_York,30.29,-81.39
92691,Mission Viejo,CA,Orange County,America/Los_Angeles,33.6,-117.66
77581,Pearland,TX,Brazoria County,America/Chicago,29.55,-95.27
95742,Rancho Cordova,CA,Sacramento County,America/Los_Angeles,38.57,-121.17
85282,Tempe,AZ,Maricopa County,America/Phoenix,33.4,-111.92
73034,Edmond,OK,Oklahoma County,America/Chicago,35.67,-97.41
90670,Santa Fe Springs,CA,Los Angeles County,America/Los_Angeles,33.92,-118.06
10007,New York,NY,New York County,America/New_York,40.71,-73.99
47713,Evansville,IN,Vanderburgh County,America/Indiana/Indianapolis,37.98,-87.54
35210,Birmingham,AL,Jefferson County,America/Chicago,33.52,-86.79
14203,Buffalo,NY,Erie County,America/New_York,42.88,-78.85
81630,De Beque,CO,Garfield County,America/Denver,39.33,-108.21
27607,Raleigh,NC,Wake County,America/New_York,35.82,-78.65
72204,Little Rock,AR,Pulaski County,America/Chicago,34.72,-92.35
94596,Walnut Creek,CA,Contra Costa County,America/Los_Angeles,37.89,-122.03
10005,New York,NY,New York County,America/New_York,40.71,-73.99
44146,Bedford,OH,Cuyahoga County,America/New_York,41.39,-81.53
68111,Omaha,NE,Douglas County,America/Chicago,41.26,-96.01
11735,Farmingdale,NY,Nassau County,America/New_York,40.73,-73.44
94965,Sausalito,CA,Marin County,America/Los_Angeles,37.84,-122.53
55104,Saint Paul,MN,Ramsey County,America/Chicago,44.94,-93.1
43213,Columbus,OH,Franklin County,America/New_York,39.98,-82.98
76084,Venus,TX,Johnson County,,32.42,-97.1
39180,Vicksburg,MS,Warren County,America/Chicago,32.32,-90.87
87106,Albuquerque,NM,Bernalillo County,America/Denver,35.11,-106.62
32405,Panama City,FL,Bay County,America/Chicago,30.17,-85.67
60060,Mundelein,IL,Lake County,America/Chicago,42.26,-88
61362,Spring Valley,IL,Bureau County,America/Chicago,41.32,-89.19
64014,Blue Springs,MO,Jackson County,America/Chicago,39.01,-94.28
89119,Las Vegas,NV,Clark County,America/Los_Angeles,36.08,-115.14
17557,New Holland,PA,Lancaster County,America/New_York,40.1,-76.09
58503,Bismarck,ND,Burleigh County,America/Chicago,46.91,-100.75
66210,Overland Park,KS,Johnson County,America/Chicago,38.9,-94.68
94903,San Rafael,CA,Marin County,America/Los_Angeles,38.02,-122.54
89032,North Las Vegas,NV,Clark County,America/Los_Angeles,36.22,-115.16
30303,Atlanta,GA,Fulton County,America/New_York,33.75,-84.39
90010,Los Angeles,CA,Los Angeles County,America/Los_Angeles,34.06,-118.31
10013,New York,NY,New York County,America/New_York,40.71,-73.99
10308,Staten Island,NY,Richmond County,America/New_York,40.58,-74.14
11746,Huntington Station,NY,Suffolk County,America/New_York,40.84,-73.4
33181,Miami,FL,Miami-Dade County,America/New_York,25.77,-80.2
32801,Orlando,FL,Orange County,America/New_York,28.5,-81.37
90069,West Hollywood,CA,Los Angeles County,America/Los_Angeles,34.09,-118.38
95368,Salida,CA,Stanislaus County,America/Los_Angeles,37.71,-121.09
19301,Paoli,PA,Chester County,America/New_York,40.04,-75.49
63134,Saint Louis,MO,St Louis County,America/Chicago,38.63,-90.24
94102,San Francisco,CA,San Francisco County,America/Los_Angeles,37.77,-122.41
78572,Mission,TX,Hidalgo County,America/Chicago,26.21,-98.31
92123,San Diego,CA,San Diego County,America/Los_Angeles,32.8,-117.13
33040,Key West,FL,Monroe County,America/New_York,24.55,-81.78
97204,Portland,OR,Multnomah County,America/Los_Angeles,45.51,-122.67
13624,Clayton,NY,Jefferson County,America/New_York,44.23,-76.08
10075,New York,NY,New York County,America/New_York,40.77,-73.95
33477,Jupiter,FL,Palm Beach County,America/New_York,26.92,-80.1
94124,San Francisco,CA,San Francisco County,America/Los_Angeles,37.73,-122.38
77002,Houston,TX,Harris County,America/Chicago,29.76,-95.38
32204,Jacksonville,FL,Duval County,America/New_York,30.33,-81.65
97209,Portland,OR,Multnomah County,America/Los_Angeles,45.53,-122.68
20001,Washington,DC,District of Columbia,America/New_York,38.89,-77.03
90403,Santa Monica,CA,Los Angeles County,America/Los_Angeles,34.03,-118.49
87501,Santa Fe,NM,Santa Fe County,America/Denver,35.67,-105.95
60607,Chicago,IL,Cook County,America/Chicago,41.83,-87.68
10467,Bronx,NY,Bronx County,America/New_York,40.84,-73.87
13669,Ogdensburg,NY,St Lawrence County,America/New_York,44.7,-75.47
34652,New Port Richey,FL,Pasco County,America/New_York,28.24,-82.71
19801,Wilmington,DE,New Castle County,America/New_York,39.73,-75.53
92108,San Diego,CA,San Diego County,America/Los_Angeles,32.77,-117.1
52501,Ottumwa,IA,Wapello County,America/Chicago,41.01,-92.41
95020,Gilroy,CA,Santa Clara County,America/Los_Angeles,37.06,-121.55
28273,Charlotte,NC,Mecklenburg County,America/New_York,35.19,-80.83
46601,South Bend,IN,St Joseph County,America/Indiana/Indianapolis,41.67,-86.26
19940,Delmar,DE,Sussex County,America/New_York,38.46,-75.57
46574,Walkerton,IN,St Joseph County,,41.46,-86.48
71225,Calhoun,LA,Ouachita Parish,America/Chicago,32.5,-92.34
91801,Alhambra,CA,Los Angeles County,America/Los_Angeles,34.09,-118.13
98101,Seattle,WA,King County,America/Los_Angeles,47.61,-122.33
91301,Agoura Hills,CA,Los Angeles County,America/Los_Angeles,34.12,-118.76
10036,New York,NY,New York County,America/New_York,40.71,-73.99
44045,Grand River,OH,Lake County,America/New_York,41.74,-81.28
88241,Hobbs,NM,Lea County,America/Denver,32.73,-103.16
90210,Beverly Hills,CA,Los Angeles County,America/Los_Angeles,34.09,-118.41
57103,Sioux Falls,SD,Minnehaha County,America/Chicago,43.54,-96.73
54016,Hudson,WI,St Croix County,America/Chicago,44.97,-92.73
10019,New York,NY,New York County,America/New_York,40.71,-73.99
33131,Miami,FL,Miami-Dade County,America/New_York,25.77,-80.2
11218,Brooklyn,NY,Kings County,America/New_York,40.64,-73.94
77080,Houston,TX,Harris County,America/Chicago,29.76,-95.38
11375,Forest Hills,NY,Queens County,America/New_York,40.72,-73.84
98664,Vancouver,WA,Clark County,America/Los_Angeles,45.62,-122.57
90035,Los Angeles,CA,Los Angeles County,America/Los_Angeles,34.05,-118.38
12883,Ticonderoga,NY,Essex County,America/New_York,43.84,-73.42
46037,Fishers,IN,Hamilton County,America/Indiana/Indianapolis,39.96,-85.94
43082,Westerville,OH,Delaware County,America/New_York,40.12,-82.91
28594,Emerald Isle,NC,Carteret County,America/New_York,34.66,-77.02
77584,Pearland,TX,Brazoria County,America/Chicago,29.55,-95.27
27615,Raleigh,NC,Wake County,America/New_York,35.82,-78.65
60654,Chicago,IL,Cook County,America/Chicago,41.83,-87.68
78759,Austin,TX,Travis County,America/Chicago,30.26,-97.74
30075,Roswell,GA,Fulton County,America/New_York,34.03,-84.35
11050,Port Washington,NY,Nassau County,America/New_York,40.82,-73.68
19087,Wayne,PA,Chester County,America/New_York,40.06,-75.4
19426,Collegeville,PA,Montgomery County,America/New_York,40.18,-75.45
92630,Lake Forest,CA,Orange County,America/Los_Angeles,33.64,-117.67
11576,Roslyn,NY,Nassau County,America/New_York,40.79,-73.64
75708,Tyler,TX,Smith County,America/Chicago,32.32,-95.3
60660,Chicago,IL,Cook County,America/Chicago,41.83,-87.68
77007,Houston,TX,Harris County,America/Chicago,29.76,-95.38
10703,Yonkers,NY,Westchester County,America/New_York,40.94,-73.86
80202,Denver,CO,Denver County,America/Denver,39.76,-104.87
14094,Lockport,NY,Niagara County,America/New_York,43.16,-78.69
80239,Denver,CO,Denver County,America/Denver,39.76,-104.87
63017,Chesterfield,MO,St Louis County,America/Chicago,38.65,-90.58
89448,Zephyr Cove,NV,Douglas County,America/Los_Angeles,38.99,-119.92
11249,Brooklyn,NY,Kings County,America/New_York,40.64,-73.94
66061,Olathe,KS,Johnson County,America/Chicago,38.88,-94.81
80222,Denver,CO,Arapahoe County,America/Denver,39.76,-104.87
33432,Boca Raton,FL,Palm Beach County,America/New_York,26.37,-80.1
55405,Minneapolis,MN,Hennepin County,America/Chicago,44.96,-93.26
77063,Houston,TX,Harris County,America/Chicago,29.76,-95.38
14456,Geneva,NY,Ontario County,America/New_York,42.86,-76.98
60631,Chicago,IL,Cook County,America/Chicago,41.83,-87.68
33127,Miami,FL,Miami-Dade County,America/New_York,25.77,-80.2
11741,Holbrook,NY,Suffolk County,America/New_York,40.79,-73.07
10003,New York,NY,New York County,America/New_York,40.71,-73.99
10025,New York,NY,New York County,America/New_York,40.71,-73.99
29406,Charleston,SC,Charleston County,America/New_York,32.78,-79.99
90401,Santa Monica,CA,Los Angeles County,America/Los_Angeles,34.01,-118.49
22314,Alexandria,VA,Alexandria City,America/New_York,38.82,-77.08
98133,Seattle,WA,King County,America/Los_Angeles,47.73,-122.34
33325,Fort Lauderdale,FL,Broward County,America/New_York,26.14,-80.13
86001,Flagstaff,AZ,Coconino County,America/Phoenix,35.23,-111.72
11561,Long Beach,NY,Nassau County,America/New_York,40.58,-73.65
77055,Houston,TX,Harris County,America/Chicago,29.76,-95.38
80232,Denver,CO,Jefferson County,America/Denver,39.76,-104.87
22301,Alexandria,VA,Alexandria City,America/New_York,38.82,-77.08
10011,New York,NY,New York County,America/New_York,40.71,-73.99
21403,Annapolis,MD,Anne Arundel County,America/New_York,38.97,-76.5
91302,Calabasas,CA,Los Angeles County,America/Los_Angeles,34.11,-118.67
10001,New York,NY,New York County,America/New_York,40.71,-73.99
75063,Irving,TX,Dallas County,America/Chicago,32.85,-96.96
74012,Broken Arrow,OK,Tulsa County,America/Chicago,36.03,-95.78
95661,Roseville,CA,Placer County,America/Los_Angeles,38.74,-121.25
46992,Wabash,IN,Wabash County,America/Indiana/Indianapolis,40.79,-85.82
53220,Milwaukee,WI,Milwaukee County,America/Chicago,43.06,-87.96
80120,Littleton,CO,Arapahoe County,America/Denver,39.59,-105.01
43229,Columbus,OH,Franklin County,America/New_York,39.98,-82.98
85027,Phoenix,AZ,Maricopa County,America/Phoenix,33.72,-112.08
91367,Woodland Hills,CA,Los Angeles County,America/Los_Angeles,34.17,-118.61
33334,Fort Lauderdale,FL,Broward County,America/New_York,26.14,-80.13
55101,Saint Paul,MN,Ramsey County,America/Chicago,44.94,-93.1
11222,Brooklyn,NY,Kings County,America/New_York,40.64,-73.94
11520,Freeport,NY,Nassau County,America/New_York,40.65,-73.58
92618,Irvine,CA,Orange County,America/Los_Angeles,33.67,-117.73
30318,Atlanta,GA,Fulton County,America/New_York,33.78,-84.44
90211,Beverly Hills,CA,Los Angeles County,America/Los_Angeles,34.06,-118.38
11101,Long Island City,NY,Queens County,America/New_York,40.74,-73.93
10010,New York,NY,New York County,America/New_York,40.71,-73.99
94534,Fairfield,CA,Solano County,America/Los_Angeles,38.23,-122.12
13088,Liverpool,NY,Onondaga County,America/New_York,43.1,-76.21
93721,Fresno,CA,Fresno County,America/Los_Angeles,36.73,-119.78
10023,New York,NY,New York County,America/New_York,40.71,-73.99
46032,Carmel,IN,Hamilton County,America/Indiana/Indianapolis,39.96,-86.1
13208,Syracuse,NY,Onondaga County,America/New_York,43.04,-76.14
49544,Grand Rapids,MI,Kent County,America/Detroit,42.96,-85.65
77024,Houston,TX,Harris County,America/Chicago,29.76,-95.38
43201,Columbus,OH,Franklin County,America/New_York,39.98,-82.98
91423,Sherman Oaks,CA,Los Angeles County,America/Los_Angeles,34.14,-118.42
75229,Dallas,TX,Dallas County,America/Chicago,32.79,-96.76
20895,Kensington,MD,Montgomery County,America/New_York,39.02,-77.07
78230,San Antonio,TX,Bexar County,America/Chicago,29.45,-98.5
18014,Bath,PA,Northampton County,America/New_York,40.72,-75.39
98926,Ellensburg,WA,Kittitas County,America/Los_Angeles,46.97,-120.47
15642,Irwin,PA,Westmoreland County,America/New_York,40.32,-79.69
11419,South Richmond Hill,NY,Queens County,America/New_York,40.68,-73.82
14150,Tonawanda,NY,Erie County,America/New_York,43,-78.87
94105,San Francisco,CA,San Francisco County,America/Los_Angeles,37.78,-122.39
19103,Philadelphia,PA,Philadelphia County,America/New_York,39.95,-75.16
62040,Granite City,IL,Madison County,America/Chicago,38.71,-90.12
81001,Pueblo,CO,Pueblo County,America/Denver,38.27,-104.62
33137,Miami,FL,Miami-Dade County,America/New_York,25.77,-80.2
77008,Houston,TX,Harris County,America/Chicago,29.76,-95.38
90046,Los Angeles,CA,Los Angeles County,America/Los_Angeles,34.1,-118.37
33417,West Palm Beach,FL,Palm Beach County,America/New_York,26.74,-80.12
78704,Austin,TX,Travis County,America/Chicago,30.26,-97.74
55401,Minneapolis,MN,Hennepin County,America/Chicago,44.96,-93.26
11217,Brooklyn,NY,Kings County,America/New_York,40.64,-73.94
12853,North Creek,NY,Warren County,America/New_York,43.69,-73.98
37203,Nashville,TN,Davidson County,America/Chicago,36.17,-86.78
94103,San Francisco,CA,San Francisco County,America/Los_Angeles,37.77,-122.41
11510,Baldwin,NY,Nassau County,America/New_York,40.66,-73.61
17055,Mechanicsburg,PA,Cumberland County,America/New_York,40.21,-77
60091,Wilmette,IL,Cook County,America/Chicago,42.07,-87.72
91604,Studio City,CA,Los Angeles County,America/Los_Angeles,34.13,-118.39
92801,Anaheim,CA,Orange County,America/Los_Angeles,33.84,-117.95
92707,Santa Ana,CA,Orange County,America/Los_Angeles,33.71,-117.87
14226,Buffalo,NY,Erie County,America/New_York,42.88,-78.85
44116,Rocky River,OH,Cuyahoga County,America/New_York,41.47,-81.85
33408,North Palm Beach,FL,Palm Beach County,America/New_York,26.81,-80.08
17070,New Cumberland,PA,York County,America/New_York,40.23,-76.87
29067,Kershaw,SC,Lancaster County,America/New_York,34.54,-80.58
11216,Brooklyn,NY,Kings County,America/New_York,40.64,-73.94
70130,New Orleans,LA,Orleans Parish,America/Chicago,30.06,-89.93
77077,Houston,TX,Harris County,America/Chicago,29.76,-95.38
90250,Hawthorne,CA,Los Angeles County,America/Los_Angeles,33.91,-118.34
10026,New York,NY,New York County,America/New_York,40.71,-73.99
80016,Aurora,CO,Arapahoe County,America/Denver,39.69,-104.81
77086,Houston,TX,Harris County,America/Chicago,29.76,-95.38
45365,Sidney,OH,Shelby County,America/New_York,40.28,-84.16
32619,Bell,FL,Gilchrist County,America/New_York,29.75,-82.86
48104,Ann Arbor,MI,Washtenaw County,America/Detroit,42.27,-83.73
23510,Norfolk,VA,Norfolk City,America/New_York,36.84,-76.28
33134,Miami,FL,Miami-Dade County,America/New_York,25.77,-80.2
60642,Chicago,IL,Cook County,America/Chicago,41.9,-87.65
10466,Bronx,NY,Bronx County,America/New_York,40.84,-73.87
49503,Grand Rapids,MI,Kent County,America/Detroit,42.96,-85.65
92626,Costa Mesa,CA,Orange County,America/Los_Angeles,33.67,-117.9
85395,Goodyear,AZ,Maricopa County,America/Phoenix,33.47,-112.39
49032,Centreville,MI,St Joseph County,America/Detroit,41.92,-85.52
31901,Columbus,GA,Muscogee County,America/New_York,32.51,-84.87
28786,Waynesville,NC,Haywood County,America/New_York,35.48,-82.99
32819,Orlando,FL,Orange County,America/New_York,28.5,-81.37
22042,Falls Church,VA,Fairfax County,America/New_York,38.88,-77.17
45371,Tipp City,OH,Miami County,America/New_York,39.96,-84.18
91352,Sun Valley,CA,Los Angeles County,America/Los_Angeles,34.23,-118.34
23454,Virginia Beach,VA,Virginia Beach City,America/New_York,36.73,-76.04
74135,Tulsa,OK,Tulsa County,America/Chicago,36.12,-95.91
75287,Dallas,TX,Collin County,America/Chicago,32.79,-96.76
24651,Tazewell,VA,Tazewell County,America/New_York,37.12,-81.51
53036,Ixonia,WI,Jefferson County,America/Chicago,43.16,-88.58
11570,Rockville Centre,NY,Nassau County,America/New_York,40.66,-73.63
75251,Dallas,TX,Dallas County,America/Chicago,32.79,-96.76
37067,Franklin,TN,Williamson County,America/Chicago,35.92,-86.84
58078,West Fargo,ND,Cass County,America/Chicago,46.87,-96.89
37204,Nashville,TN,Davidson County,America/Chicago,36.17,-86.78
30326,Atlanta,GA,Fulton County,America/New_York,33.84,-84.35
30101,Acworth,GA,Cobb County,America/New_York,34.05,-84.67
12180,Troy,NY,Rensselaer County,America/New_York,42.73,-73.67
92024,Encinitas,CA,San Diego County,America/Los_Angeles,33.05,-117.25
29401,Charleston,SC,Charleston County,America/New_York,32.78,-79.99
54615,Black River Falls,WI,Jackson County,America/Chicago,44.29,-90.84
17602,Lancaster,PA,Lancaster County,America/New_York,40.04,-76.3
21146,Severna Park,MD,Anne Arundel County,America/New_York,39.08,-76.57
80640,Henderson,CO,Adams County,America/Denver,39.92,-104.87
19147,Philadelphia,PA,Philadelphia County,America/New_York,39.95,-75.16
17603,Lancaster,PA,Lancaster County,America/New_York,40.04,-76.3
46077,Zionsville,IN,Boone County,America/Indiana/Indianapolis,39.95,-86.27
19131,Philadelphia,PA,Philadelphia County,America/New_York,39.95,-75.16
80524,Fort Collins,CO,Larimer County,America/Denver,40.55,-105.06
79761,Odessa,TX,Ector County,America/Chicago,31.85,-102.36
92843,Garden Grove,CA,Orange County,America/Los_Angeles,33.75,-117.94
30093,Norcross,GA,Gwinnett County,America/New_York,33.94,-84.2
90025,Los Angeles,CA,Los Angeles County,America/Los_Angeles,34.04,-118.44
76034,Colleyville,TX,Tarrant County,America/Chicago,32.89,-97.14
78205,San Antonio,TX,Bexar County,America/Chicago,29.45,-98.5
10591,Tarrytown,NY,Westchester County,America/New_York,41.06,-73.86
77034,Houston,TX,Harris County,America/Chicago,29.76,-95.38
37388,Tullahoma,TN,Coffee County,,35.37,-86.2
20002,Washington,DC,District of Columbia,America/New_York,38.89,-77.03
75204,Dallas,TX,Dallas County,America/Chicago,32.79,-96.76
20007,Washington,DC,District of Columbia,America/New_York,38.89,-77.03
30117,Carrollton,GA,Carroll County,America/New_York,33.58,-85.07
37211,Nashville,TN,Davidson County,America/Chicago,36.17,-86.78
45232,Cincinnati,OH,Hamilton County,America/New_York,39.09,-84.51
10472,Bronx,NY,Bronx County,America/New_York,40.84,-73.87
92840,Garden Grove,CA,Orange County,America/Los_Angeles,33.78,-117.93
95695,Woodland,CA,Yolo County,America/Los_Angeles,38.71,-121.85
44483,Warren,OH,Trumbull County,America/New_York,41.23,-80.81
94610,Oakland,CA,Alameda County,America/Los_Angeles,37.81,-122.24
10065,New York,NY,New York County,America/New_York,40.76,-73.96
60155,Broadview,IL,Cook County,America/Chicago,41.85,-87.85
11756,Levittown,NY,Nassau County,America/New_York,40.72,-73.51
20151,Chantilly,VA,Fairfax County,America/New_York,38.87,-77.4
10002,New York,NY,New York County,America/New_York,40.71,-73.99
90061,Los Angeles,CA,Los Angeles County,America/Los_Angeles,33.92,-118.27
84065,Riverton,UT,Salt Lake County,America/Denver,40.47,-112
11420,South Ozone Park,NY,Queens County,America/New_York,40.67,-73.81
48075,Southfield,MI,Oakland County,America/Detroit,42.47,-83.25
95356,Modesto,CA,Stanislaus County,America/Los_Angeles,37.72,-121.03
60622,Chicago,IL,Cook County,America/Chicago,41.83,-87.68
10305,Staten Island,NY,Richmond County,America/New_York,40.58,-74.14
95131,San Jose,CA,Santa Clara County,America/Los_Angeles,37.38,-121.9
30004,Alpharetta,GA,Fulton County,America/New_York,34.06,-84.27
95828,Sacramento,CA,Sacramento County,America/Los_Angeles,38.48,-121.4
10462,Bronx,NY,Bronx County,America/New_York,40.84,-73.87
11208,Brooklyn,NY,Kings County,America/New_York,40.64,-73.94
80903,Colorado Springs,CO,El Paso County,America/Denver,38.86,-104.76
11944,Greenport,NY,Suffolk County,America/New_York,41.1,-72.36
85284,Tempe,AZ,Maricopa County,America/Phoenix,33.33,-111.93
14043,Depew,NY,Erie County,America/New_York,42.91,-78.7
49335,Moline,MI,Allegan County,America/Detroit,42.72,-85.68
11717,Brentwood,NY,Suffolk County,America/New_York,40.78,-73.24
66213,Overland Park,KS,Johnson County,America/Chicago,38.9,-94.68
10028,New York,NY,New York County,America/New_York,40.71,-73.99
10017,New York,NY,New York County,America/New_York,40.71,-73.99
17403,York,PA,York County,America/New_York,39.96,-76.73
44114,Cleveland,OH,Cuyahoga County,America/New_York,41.47,-81.67
48047,New Baltimore,MI,Macomb County,America/Detroit,42.68,-82.73
11354,Flushing,NY,Queens County,America/New_York,40.77,-73.84
